date;hour;sub_rf_id;Pren
18.11.2020 0:00:00;23;34;0
18.11.2020 0:00:00;0;35;0.93
18.11.2020 0:00:00;1;35;0.53
18.11.2020 0:00:00;2;35;0.38
18.11.2020 0:00:00;3;35;0.99
18.11.2020 0:00:00;4;35;1.35
18.11.2020 0:00:00;5;35;1.79
18.11.2020 0:00:00;6;35;1.26
18.11.2020 0:00:00;7;35;0.37
18.11.2020 0:00:00;8;35;1.38
18.11.2020 0:00:00;9;35;4.59
18.11.2020 0:00:00;10;35;10.35
18.11.2020 0:00:00;11;35;15.7
18.11.2020 0:00:00;12;35;13.96
18.11.2020 0:00:00;13;35;10.93
18.11.2020 0:00:00;14;35;13.67
18.11.2020 0:00:00;15;35;13.56
18.11.2020 0:00:00;16;35;5.9
18.11.2020 0:00:00;17;35;2.37
18.11.2020 0:00:00;18;35;0.62
18.11.2020 0:00:00;19;35;0.71
18.11.2020 0:00:00;20;35;0.41
18.11.2020 0:00:00;21;35;0.37
18.11.2020 0:00:00;22;35;0.45
18.11.2020 0:00:00;23;35;0.78
18.11.2020 0:00:00;0;36;0
18.11.2020 0:00:00;1;36;0
18.11.2020 0:00:00;2;36;0
18.11.2020 0:00:00;3;36;0
18.11.2020 0:00:00;4;36;0
18.11.2020 0:00:00;5;36;0
18.11.2020 0:00:00;6;36;0
18.11.2020 0:00:00;7;36;0
18.11.2020 0:00:00;8;36;0
18.11.2020 0:00:00;9;36;0.78
18.11.2020 0:00:00;10;36;1.62
18.11.2020 0:00:00;11;36;1.89
18.11.2020 0:00:00;12;36;1.26
18.11.2020 0:00:00;13;36;0
18.11.2020 0:00:00;14;36;0
18.11.2020 0:00:00;15;36;0
18.11.2020 0:00:00;16;36;0
18.11.2020 0:00:00;17;36;0
18.11.2020 0:00:00;18;36;0
18.11.2020 0:00:00;19;36;0
18.11.2020 0:00:00;20;36;0
18.11.2020 0:00:00;21;36;0
18.11.2020 0:00:00;22;36;0
18.11.2020 0:00:00;23;36;0
18.11.2020 0:00:00;0;37;0
18.11.2020 0:00:00;1;37;0
18.11.2020 0:00:00;2;37;0
18.11.2020 0:00:00;3;37;0
18.11.2020 0:00:00;4;37;0
18.11.2020 0:00:00;5;37;0
18.11.2020 0:00:00;6;37;0
18.11.2020 0:00:00;7;37;0
18.11.2020 0:00:00;8;37;0
18.11.2020 0:00:00;9;37;0
18.11.2020 0:00:00;10;37;0
18.11.2020 0:00:00;11;37;0
18.11.2020 0:00:00;12;37;0
18.11.2020 0:00:00;13;37;0
18.11.2020 0:00:00;14;37;0
18.11.2020 0:00:00;15;37;0
18.11.2020 0:00:00;16;37;0
18.11.2020 0:00:00;17;37;0
18.11.2020 0:00:00;18;37;0
18.11.2020 0:00:00;19;37;0
18.11.2020 0:00:00;20;37;0
18.11.2020 0:00:00;21;37;0
18.11.2020 0:00:00;22;37;0
18.11.2020 0:00:00;23;37;0
18.11.2020 0:00:00;0;38;0
18.11.2020 0:00:00;1;38;0
18.11.2020 0:00:00;2;38;0
18.11.2020 0:00:00;3;38;0
18.11.2020 0:00:00;4;38;0
18.11.2020 0:00:00;5;38;0
18.11.2020 0:00:00;6;38;0
18.11.2020 0:00:00;7;38;0
18.11.2020 0:00:00;8;38;0
18.11.2020 0:00:00;9;38;0
18.11.2020 0:00:00;10;38;0
18.11.2020 0:00:00;11;38;0
18.11.2020 0:00:00;12;38;0
18.11.2020 0:00:00;13;38;0
18.11.2020 0:00:00;14;38;0
18.11.2020 0:00:00;15;38;0
18.11.2020 0:00:00;16;38;0
18.11.2020 0:00:00;17;38;0
18.11.2020 0:00:00;18;38;0
18.11.2020 0:00:00;19;38;0
18.11.2020 0:00:00;20;38;0
18.11.2020 0:00:00;21;38;0
18.11.2020 0:00:00;22;38;0
18.11.2020 0:00:00;23;38;0
18.11.2020 0:00:00;0;41;0
18.11.2020 0:00:00;1;41;0
18.11.2020 0:00:00;2;41;0
18.11.2020 0:00:00;3;41;0
18.11.2020 0:00:00;4;41;0
18.11.2020 0:00:00;5;41;0
18.11.2020 0:00:00;6;41;0
18.11.2020 0:00:00;7;41;0
18.11.2020 0:00:00;8;41;0
18.11.2020 0:00:00;9;41;0
18.11.2020 0:00:00;10;41;0
18.11.2020 0:00:00;11;41;0
18.11.2020 0:00:00;12;41;0
18.11.2020 0:00:00;13;41;0
18.11.2020 0:00:00;14;41;0
