date;hour;sub_rf_id;Ptes
27.11.2020 0:00:00;5;20;281.168
27.11.2020 0:00:00;6;20;281.168
27.11.2020 0:00:00;7;20;317.668
27.11.2020 0:00:00;8;20;317.668
27.11.2020 0:00:00;9;20;317.668
27.11.2020 0:00:00;10;20;317.668
27.11.2020 0:00:00;11;20;317.668
27.11.2020 0:00:00;12;20;317.668
27.11.2020 0:00:00;13;20;317.668
27.11.2020 0:00:00;14;20;317.668
27.11.2020 0:00:00;15;20;317.668
27.11.2020 0:00:00;16;20;317.668
27.11.2020 0:00:00;17;20;317.668
27.11.2020 0:00:00;18;20;317.668
27.11.2020 0:00:00;19;20;317.668
27.11.2020 0:00:00;20;20;317.668
27.11.2020 0:00:00;21;20;317.668
27.11.2020 0:00:00;22;20;317.668
27.11.2020 0:00:00;23;20;281.168
27.11.2020 0:00:00;0;22;673.999997
27.11.2020 0:00:00;1;22;673.999997
27.11.2020 0:00:00;2;22;673.999999
27.11.2020 0:00:00;3;22;674
27.11.2020 0:00:00;4;22;673.999999
27.11.2020 0:00:00;5;22;673.999998
27.11.2020 0:00:00;6;22;756.999998
27.11.2020 0:00:00;7;22;1049.000003
27.11.2020 0:00:00;8;22;1144.000004
27.11.2020 0:00:00;9;22;1239.000003
27.11.2020 0:00:00;10;22;1239.000002
27.11.2020 0:00:00;11;22;1239.000003
27.11.2020 0:00:00;12;22;1239.000003
27.11.2020 0:00:00;13;22;1239.000003
27.11.2020 0:00:00;14;22;1066.1552879934
27.11.2020 0:00:00;15;22;1061.01469072789
27.11.2020 0:00:00;16;22;1144.000004
27.11.2020 0:00:00;17;22;1052.00481212557
27.11.2020 0:00:00;18;22;1049.000002
27.11.2020 0:00:00;19;22;1049
27.11.2020 0:00:00;20;22;719.999997
27.11.2020 0:00:00;21;22;696.999997
27.11.2020 0:00:00;22;22;673.999998
27.11.2020 0:00:00;23;22;673.999997
27.11.2020 0:00:00;0;24;360.998998
27.11.2020 0:00:00;1;24;360.998995
27.11.2020 0:00:00;2;24;324.999994
27.11.2020 0:00:00;3;24;324.999995
27.11.2020 0:00:00;4;24;324.999994
27.11.2020 0:00:00;5;24;360.999996
27.11.2020 0:00:00;6;24;360.999998
27.11.2020 0:00:00;7;24;360.999998
27.11.2020 0:00:00;8;24;360.999996
27.11.2020 0:00:00;9;24;360.999996
27.11.2020 0:00:00;10;24;360.999999
27.11.2020 0:00:00;11;24;360.999998
27.11.2020 0:00:00;12;24;360.999999
27.11.2020 0:00:00;13;24;360.999996
27.11.2020 0:00:00;14;24;360.999995
27.11.2020 0:00:00;15;24;360.999996
27.11.2020 0:00:00;16;24;360.999998
27.11.2020 0:00:00;17;24;360.999995
27.11.2020 0:00:00;18;24;360.999996
27.11.2020 0:00:00;19;24;360.999995
27.11.2020 0:00:00;20;24;360.999998
27.11.2020 0:00:00;21;24;360.999998
27.11.2020 0:00:00;22;24;360.999998
27.11.2020 0:00:00;23;24;360.999995
27.11.2020 0:00:00;0;25;1794.7411326402
27.11.2020 0:00:00;1;25;1811.30378737745
27.11.2020 0:00:00;2;25;1821.06680537683
27.11.2020 0:00:00;3;25;1845.499998
27.11.2020 0:00:00;4;25;1929.2435433259
27.11.2020 0:00:00;5;25;1860.57976875411
27.11.2020 0:00:00;6;25;1821.34421223254
27.11.2020 0:00:00;7;25;1816.35456044634
27.11.2020 0:00:00;8;25;1807.50946850348
27.11.2020 0:00:00;9;25;1801.86136714152
27.11.2020 0:00:00;10;25;1813.86134575734
27.11.2020 0:00:00;11;25;1857.49130903939
27.11.2020 0:00:00;12;25;1978.27121758139
27.11.2020 0:00:00;13;25;2008.34849289774
27.11.2020 0:00:00;14;25;1971.16068530445
27.11.2020 0:00:00;15;25;1835.26713272167
27.11.2020 0:00:00;16;25;1811.72354972953
27.11.2020 0:00:00;17;25;1817.89528936654
27.11.2020 0:00:00;18;25;1796.72815386426
27.11.2020 0:00:00;19;25;1773.12183377739
27.11.2020 0:00:00;20;25;1771.26460509649
27.11.2020 0:00:00;21;25;1769.62712128173
27.11.2020 0:00:00;22;25;1772.67682103675
27.11.2020 0:00:00;23;25;1772.67752732567
27.11.2020 0:00:00;0;26;0
27.11.2020 0:00:00;1;26;0
27.11.2020 0:00:00;2;26;0
27.11.2020 0:00:00;3;26;0
27.11.2020 0:00:00;4;26;0
27.11.2020 0:00:00;5;26;0
27.11.2020 0:00:00;6;26;0
