<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
MOEXEU;60;20/02/20;140000;2421.6;2421.6;2416.04;2418.93;0;0
MOEXEU;60;20/02/20;150000;2419.27;2421.35;2417.29;2420.95;0;0
MOEXEU;60;20/02/20;160000;2420.73;2420.99;2407.14;2412.03;0;0
MOEXEU;60;20/02/20;170000;2412.7;2413.97;2405.81;2407.96;0;0
MOEXEU;60;20/02/20;180000;2408.81;2412.38;2405.33;2409.36;0;0
MOEXEU;60;21/02/20;000000;2409.36;2409.36;2409.36;2409.36;0;0
MOEXEU;60;21/02/20;100000;2396.25;2398.74;2387.97;2390.22;0;0
MOEXEU;60;21/02/20;110000;2389.86;2404.83;2386.93;2404.19;0;0
MOEXEU;60;21/02/20;120000;2404.55;2407.23;2402.06;2402.48;0;0
MOEXEU;60;21/02/20;130000;2402.42;2408.46;2402.29;2407.3;0;0
MOEXEU;60;21/02/20;140000;2407.43;2410.95;2404.39;2410.47;0;0
MOEXEU;60;21/02/20;150000;2410.44;2416.7;2407.57;2415.11;0;0
MOEXEU;60;21/02/20;160000;2415.66;2418.05;2414.23;2414.27;0;0
MOEXEU;60;21/02/20;170000;2414.75;2414.94;2407.76;2409.01;0;0
MOEXEU;60;21/02/20;180000;2409.46;2413.18;2407.47;2410.58;0;0
MOEXEU;60;25/02/20;000000;2410.58;2410.58;2410.58;2410.58;0;0
MOEXEU;60;25/02/20;100000;2369.3;2414.11;2362.21;2403.9;0;0
MOEXEU;60;25/02/20;110000;2403.04;2411.31;2401.51;2405.95;0;0
MOEXEU;60;25/02/20;120000;2406.1;2407.71;2395.42;2397.02;0;0
MOEXEU;60;25/02/20;130000;2397.52;2398.85;2377.64;2378.87;0;0
MOEXEU;60;25/02/20;140000;2377.97;2378.18;2359.08;2363.7;0;0
MOEXEU;60;25/02/20;150000;2364.17;2372.05;2362.93;2371.3;0;0
MOEXEU;60;25/02/20;160000;2371.05;2380.86;2369.31;2370.79;0;0
MOEXEU;60;25/02/20;170000;2371.09;2374.85;2344.62;2351.29;0;0
MOEXEU;60;25/02/20;180000;2350.66;2350.66;2316.67;2316.67;0;0
MOEXEU;60;26/02/20;000000;2316.67;2316.67;2316.67;2316.67;0;0
MOEXEU;60;26/02/20;100000;2288.86;2305.02;2242.76;2270.7;0;0
MOEXEU;60;26/02/20;110000;2271.5;2305.58;2270.58;2292.86;0;0
MOEXEU;60;26/02/20;120000;2292.37;2292.37;2265.34;2266.32;0;0
MOEXEU;60;26/02/20;130000;2266.58;2272.63;2257.77;2264.08;0;0
MOEXEU;60;26/02/20;140000;2264.73;2284;2264.35;2281.7;0;0
MOEXEU;60;26/02/20;150000;2281.36;2292.16;2279.35;2291.82;0;0
MOEXEU;60;26/02/20;160000;2292.17;2317.33;2289.39;2308.07;0;0
MOEXEU;60;26/02/20;170000;2308.13;2329.03;2296.32;2321.44;0;0
MOEXEU;60;26/02/20;180000;2322.04;2325.91;2313.61;2325.91;0;0
MOEXEU;60;27/02/20;000000;2325.91;2325.91;2325.91;2325.91;0;0
MOEXEU;60;27/02/20;100000;2290.85;2306.28;2281.29;2292.47;0;0
MOEXEU;60;27/02/20;110000;2292.45;2299.38;2286.19;2291.05;0;0
MOEXEU;60;27/02/20;120000;2291.13;2298.13;2290.24;2292.08;0;0
MOEXEU;60;27/02/20;130000;2292.21;2299.93;2286.43;2286.43;0;0
MOEXEU;60;27/02/20;140000;2286.91;2288.9;2266.95;2267.03;0;0
MOEXEU;60;27/02/20;150000;2266.4;2269.47;2236.72;2236.72;0;0
MOEXEU;60;27/02/20;160000;2235.61;2241.38;2213.9;2236.24;0;0
MOEXEU;60;27/02/20;170000;2236.4;2236.96;2213.25;2214.14;0;0
MOEXEU;60;27/02/20;180000;2214.31;2217.51;2203.34;2212.56;0;0
MOEXEU;60;28/02/20;000000;2212.56;2212.56;2212.56;2212.56;0;0
MOEXEU;60;28/02/20;100000;2144.51;2144.51;2089.17;2110.96;0;0
MOEXEU;60;28/02/20;110000;2111.05;2151.15;2108.71;2130.37;0;0
MOEXEU;60;28/02/20;120000;2130.92;2131.26;2082.64;2090.41;0;0
MOEXEU;60;28/02/20;130000;2089.64;2119.67;2083.2;2119.67;0;0
MOEXEU;60;28/02/20;140000;2120.19;2138.92;2120.19;2123.98;0;0
MOEXEU;60;28/02/20;150000;2124.15;2162.48;2117.48;2153.58;0;0
MOEXEU;60;28/02/20;160000;2155.02;2163.02;2142.19;2144.65;0;0
MOEXEU;60;28/02/20;170000;2144.75;2144.75;2104.77;2108.29;0;0
MOEXEU;60;28/02/20;180000;2108.85;2116.32;2088.78;2116.32;0;0
MOEXEU;60;02/03/20;000000;2116.32;2116.32;2116.32;2116.32;0;0
MOEXEU;60;02/03/20;100000;2160.64;2203.22;2160.64;2203.22;0;0
MOEXEU;60;02/03/20;110000;2203.68;2208.52;2192.85;2192.85;0;0
MOEXEU;60;02/03/20;120000;2193.1;2198.44;2171.94;2181.44;0;0
MOEXEU;60;02/03/20;130000;2181.58;2181.58;2160.55;2163.17;0;0
MOEXEU;60;02/03/20;140000;2162.5;2165.81;2120.04;2120.04;0;0
MOEXEU;60;02/03/20;150000;2120.21;2135;2087.45;2131.3;0;0
MOEXEU;60;02/03/20;160000;2130.43;2130.47;2105.99;2126.8;0;0
MOEXEU;60;02/03/20;170000;2128.6;2158.22;2128.6;2133.59;0;0
MOEXEU;60;02/03/20;180000;2133;2147.87;2121.14;2144.6;0;0
MOEXEU;60;03/03/20;000000;2144.6;2144.6;2144.6;2144.6;0;0
MOEXEU;60;03/03/20;100000;2203.45;2203.45;2181.33;2189.58;0;0
MOEXEU;60;03/03/20;110000;2189.65;2213.92;2189.61;2209.93;0;0
MOEXEU;60;03/03/20;120000;2209.82;2209.82;2199.59;2205.22;0;0
MOEXEU;60;03/03/20;130000;2205.35;2208.6;2197.9;2208.6;0;0
MOEXEU;60;03/03/20;140000;2208.46;2209.76;2196.79;2200.43;0;0
MOEXEU;60;03/03/20;150000;2200.83;2212.76;2198.65;2200.05;0;0
MOEXEU;60;03/03/20;160000;2200.67;2207.45;2194.28;2200.87;0;0
MOEXEU;60;03/03/20;170000;2200.9;2202.38;2177.35;2178.81;0;0
MOEXEU;60;03/03/20;180000;2179.64;2209.53;2179.59;2209.53;0;0
MOEXEU;60;04/03/20;000000;2209.53;2209.53;2209.53;2209.53;0;0
MOEXEU;60;04/03/20;100000;2191.75;2209.63;2177.1;2207.19;0;0
MOEXEU;60;04/03/20;110000;2207.8;2208.64;2188.8;2199.89;0;0
MOEXEU;60;04/03/20;120000;2201.64;2205.25;2195.52;2198.92;0;0
MOEXEU;60;04/03/20;130000;2198.95;2207.66;2195.28;2202.78;0;0
MOEXEU;60;04/03/20;140000;2202.4;2213.07;2200.49;2212.16;0;0
MOEXEU;60;04/03/20;150000;2212.25;2221.16;2211.15;2214.2;0;0
MOEXEU;60;04/03/20;160000;2213.34;2217.97;2208.09;2209.55;0;0
MOEXEU;60;04/03/20;170000;2208.93;2209.18;2184.43;2186.19;0;0
MOEXEU;60;04/03/20;180000;2186.23;2202.66;2186.23;2194.49;0;0
MOEXEU;60;05/03/20;000000;2194.49;2194.49;2194.49;2194.49;0;0
MOEXEU;60;05/03/20;100000;2211.58;2223.06;2210.25;2218.14;0;0
MOEXEU;60;05/03/20;110000;2217.93;2220.67;2203.21;2208.36;0;0
MOEXEU;60;05/03/20;120000;2207.53;2207.79;2188.67;2189.74;0;0
MOEXEU;60;05/03/20;130000;2190.25;2196.77;2175.66;2183.31;0;0
MOEXEU;60;05/03/20;140000;2184.7;2186.96;2165.9;2169.78;0;0
MOEXEU;60;05/03/20;150000;2170.72;2176.98;2164.51;2170.36;0;0
MOEXEU;60;05/03/20;160000;2168.91;2171.08;2151.58;2154.33;0;0
MOEXEU;60;05/03/20;170000;2154.15;2160.88;2149.73;2152.22;0;0
MOEXEU;60;05/03/20;180000;2152.74;2164.31;2150.31;2164.31;0;0
MOEXEU;60;06/03/20;000000;2164.31;2164.31;2164.31;2164.31;0;0
MOEXEU;60;06/03/20;100000;2122.02;2142.09;2106.98;2110.71;0;0
MOEXEU;60;06/03/20;110000;2110.66;2110.66;2067.08;2075.53;0;0
MOEXEU;60;06/03/20;120000;2075.76;2084.11;2062.55;2065.45;0;0
MOEXEU;60;06/03/20;130000;2064.38;2077.99;2051.34;2074.62;0;0
MOEXEU;60;06/03/20;140000;2075.69;2081;2055.59;2056.85;0;0
MOEXEU;60;06/03/20;150000;2056.43;2073.48;2053.32;2063.03;0;0
MOEXEU;60;06/03/20;160000;2063.38;2074.45;2052.98;2071.72;0;0
MOEXEU;60;06/03/20;170000;2072.55;2083.03;2064.99;2071.89;0;0
MOEXEU;60;06/03/20;180000;2072.82;2090.64;2062.69;2086.5;0;0
MOEXEU;60;10/03/20;000000;2086.5;2086.5;2086.5;2086.5;0;0
MOEXEU;60;10/03/20;100000;1912.82;1971.74;1880.85;1922.27;0;0
MOEXEU;60;10/03/20;110000;1921.66;1926.93;1895.23;1899;0;0
MOEXEU;60;10/03/20;120000;1899.83;1966.29;1898.82;1958.24;0;0
MOEXEU;60;10/03/20;130000;1960.12;2013.27;1954.6;1990.01;0;0
MOEXEU;60;10/03/20;140000;1989.29;1989.29;1963.8;1983.03;0;0
MOEXEU;60;10/03/20;150000;1983.34;1986.48;1946.73;1960;0;0
MOEXEU;60;10/03/20;160000;1960.52;1967.44;1937.46;1941.52;0;0
MOEXEU;60;10/03/20;170000;1942.3;1947.34;1912.81;1912.81;0;0
MOEXEU;60;10/03/20;180000;1913.74;1920.64;1898.03;1903.16;0;0
MOEXEU;60;11/03/20;000000;1903.16;1903.16;1903.16;1903.16;0;0
MOEXEU;60;11/03/20;100000;1934.11;1944.04;1906.58;1933.52;0;0
MOEXEU;60;11/03/20;110000;1934.06;1935;1885.27;1911.2;0;0
MOEXEU;60;11/03/20;120000;1910.48;1910.48;1896.03;1904.34;0;0
MOEXEU;60;11/03/20;130000;1903.28;1903.28;1894.55;1896.32;0;0
MOEXEU;60;11/03/20;140000;1895.94;1900.19;1893.1;1895.87;0;0
MOEXEU;60;11/03/20;150000;1896.04;1898.85;1845.12;1845.27;0;0
MOEXEU;60;11/03/20;160000;1846.87;1879.28;1846.12;1869.62;0;0
MOEXEU;60;11/03/20;170000;1870.04;1873.57;1858.99;1862.01;0;0
MOEXEU;60;11/03/20;180000;1860.89;1862.26;1839.97;1852.62;0;0
MOEXEU;60;12/03/20;000000;1852.62;1852.62;1852.62;1852.62;0;0
MOEXEU;60;12/03/20;100000;1777.91;1780.5;1720.58;1722.11;0;0
MOEXEU;60;12/03/20;110000;1723.16;1743.95;1714.33;1721.85;0;0
MOEXEU;60;12/03/20;120000;1720.4;1721.29;1670.79;1678.69;0;0
MOEXEU;60;12/03/20;130000;1678.84;1680.71;1661.16;1670.3;0;0
MOEXEU;60;12/03/20;140000;1671.15;1717.77;1665.47;1714.79;0;0
MOEXEU;60;12/03/20;150000;1713.48;1725.54;1687.33;1715.3;0;0
MOEXEU;60;12/03/20;160000;1716.49;1720.92;1667.82;1694.29;0;0
MOEXEU;60;12/03/20;170000;1691.1;1699.1;1670.64;1673.86;0;0
MOEXEU;60;12/03/20;180000;1673.89;1673.89;1650.93;1653.15;0;0
MOEXEU;60;13/03/20;000000;1653.15;1653.15;1653.15;1653.15;0;0
MOEXEU;60;13/03/20;100000;1657.97;1726.56;1650.86;1715.33;0;0
MOEXEU;60;13/03/20;110000;1714.41;1722.51;1678.5;1685.9;0;0
MOEXEU;60;13/03/20;120000;1686.83;1702.77;1685.86;1696.1;0;0
MOEXEU;60;13/03/20;130000;1695.76;1707.53;1683.86;1691.3;0;0
MOEXEU;60;13/03/20;140000;1691.59;1710.69;1685.76;1709.56;0;0
MOEXEU;60;13/03/20;150000;1713.08;1719.43;1701.91;1702.07;0;0
MOEXEU;60;13/03/20;160000;1703.5;1707.8;1673.19;1680.32;0;0
MOEXEU;60;13/03/20;170000;1679.34;1696.9;1665.66;1665.99;0;0
MOEXEU;60;13/03/20;180000;1665.05;1677.94;1656.21;1659.75;0;0
MOEXEU;60;16/03/20;000000;1659.75;1659.75;1659.75;1659.75;0;0
MOEXEU;60;16/03/20;100000;1623.08;1631.03;1580.64;1624.19;0;0
MOEXEU;60;16/03/20;110000;1623.76;1627.12;1601.3;1602.63;0;0
MOEXEU;60;16/03/20;120000;1602.22;1617.22;1595.87;1601.58;0;0
MOEXEU;60;16/03/20;130000;1601.59;1605.03;1589.77;1602.2;0;0
MOEXEU;60;16/03/20;140000;1602.44;1603.52;1576.66;1576.91;0;0
MOEXEU;60;16/03/20;150000;1576.77;1586.09;1569.29;1578.57;0;0
MOEXEU;60;16/03/20;160000;1577.15;1590.76;1558.48;1589.92;0;0
MOEXEU;60;16/03/20;170000;1590.87;1637.69;1579.62;1635.77;0;0
MOEXEU;60;16/03/20;180000;1635.22;1649.94;1629.16;1632.1;0;0
MOEXEU;60;17/03/20;000000;1632.1;1632.1;1632.1;1632.1;0;0
MOEXEU;60;17/03/20;100000;1630.28;1666.41;1630.28;1642.18;0;0
MOEXEU;60;17/03/20;110000;1642.66;1645.38;1599.13;1603.76;0;0
MOEXEU;60;17/03/20;120000;1603.73;1616.42;1585.84;1587.9;0;0
MOEXEU;60;17/03/20;130000;1588.17;1600.85;1585.95;1600.27;0;0
MOEXEU;60;17/03/20;140000;1601.99;1604.45;1587.38;1588.05;0;0
MOEXEU;60;17/03/20;150000;1586.39;1595.07;1583.68;1593.72;0;0
MOEXEU;60;17/03/20;160000;1594.33;1594.33;1566.81;1566.81;0;0
MOEXEU;60;17/03/20;170000;1566.11;1591.48;1564.74;1589.13;0;0
MOEXEU;60;17/03/20;180000;1589.14;1601.06;1586.62;1594.28;0;0
MOEXEU;60;18/03/20;000000;1594.28;1594.28;1594.28;1594.28;0;0
MOEXEU;60;18/03/20;100000;1576.66;1576.66;1554;1554;0;0
MOEXEU;60;18/03/20;110000;1553.58;1557.79;1534.92;1535.69;0;0
MOEXEU;60;18/03/20;120000;1535.53;1542.98;1523.84;1526.76;0;0
MOEXEU;60;18/03/20;130000;1527.65;1536.4;1526.93;1530.87;0;0
MOEXEU;60;18/03/20;140000;1530.67;1531.74;1520.06;1520.23;0;0
MOEXEU;60;18/03/20;150000;1519.97;1524.48;1507.97;1507.97;0;0
MOEXEU;60;18/03/20;160000;1508.34;1535.77;1490.85;1529.37;0;0
MOEXEU;60;18/03/20;170000;1529.41;1547.86;1519.35;1522.72;0;0
MOEXEU;60;18/03/20;180000;1523.28;1530.32;1512.83;1512.83;0;0
MOEXEU;60;19/03/20;000000;1512.83;1512.83;1512.83;1512.83;0;0
MOEXEU;60;19/03/20;100000;1522.54;1541.02;1484.51;1513.88;0;0
MOEXEU;60;19/03/20;110000;1512.69;1561.46;1511.56;1561.04;0;0
MOEXEU;60;19/03/20;120000;1561.35;1563.94;1544.39;1551.89;0;0
MOEXEU;60;19/03/20;130000;1550.57;1558.45;1538.22;1551.23;0;0
MOEXEU;60;19/03/20;140000;1551.51;1553.67;1529.95;1542.63;0;0
MOEXEU;60;19/03/20;150000;1543.73;1557.26;1538.09;1557.26;0;0
MOEXEU;60;19/03/20;160000;1557.68;1557.68;1535.21;1550.86;0;0
MOEXEU;60;19/03/20;170000;1549.78;1574.7;1546.84;1572.39;0;0
MOEXEU;60;19/03/20;180000;1572.84;1596.55;1572.84;1588.67;0;0
MOEXEU;60;20/03/20;000000;1588.67;1588.67;1588.67;1588.67;0;0
MOEXEU;60;20/03/20;100000;1630.33;1686.17;1630.33;1677.54;0;0
MOEXEU;60;20/03/20;110000;1677.86;1702.11;1671.7;1700.6;0;0
MOEXEU;60;20/03/20;120000;1700.8;1715.27;1695.95;1711.88;0;0
MOEXEU;60;20/03/20;130000;1711.95;1715.7;1688.23;1688.88;0;0
MOEXEU;60;20/03/20;140000;1689.88;1691.26;1673.3;1684.44;0;0
MOEXEU;60;20/03/20;150000;1685.12;1689.71;1639.74;1641.31;0;0
MOEXEU;60;20/03/20;160000;1640.82;1666.29;1637.39;1638.89;0;0
MOEXEU;60;20/03/20;170000;1642.06;1674.55;1641.21;1673.87;0;0
MOEXEU;60;20/03/20;180000;1674.16;1685.26;1671.62;1682.4;0;0
MOEXEU;60;23/03/20;100000;1618.69;1623.53;1610.64;1621.14;0;0
MOEXEU;60;23/03/20;110000;1621.99;1627.11;1615.02;1626.47;0;0
MOEXEU;60;23/03/20;120000;1626.45;1650.92;1626.17;1644.28;0;0
MOEXEU;60;23/03/20;130000;1644.55;1674.03;1639.89;1667.24;0;0
MOEXEU;60;23/03/20;140000;1667.33;1670.41;1660.64;1668.86;0;0
MOEXEU;60;23/03/20;150000;1668.52;1709.23;1668.52;1702.39;0;0
MOEXEU;60;23/03/20;160000;1704.36;1721.27;1684.14;1696.39;0;0
MOEXEU;60;23/03/20;170000;1697.14;1711.2;1687.4;1697.78;0;0
MOEXEU;60;23/03/20;180000;1697.81;1701.15;1690.8;1693.29;0;0
MOEXEU;60;24/03/20;000000;1693.29;1693.29;1693.29;1693.29;0;0
MOEXEU;60;24/03/20;100000;1748.29;1776.7;1737.89;1747.01;0;0
MOEXEU;60;24/03/20;110000;1747.29;1770.93;1747.29;1770.93;0;0
MOEXEU;60;24/03/20;120000;1770.71;1778.18;1770.08;1772.45;0;0
MOEXEU;60;24/03/20;130000;1780.01;1780.71;1778.61;1779.97;0;0
MOEXEU;60;24/03/20;140000;1792.04;1792.04;1784.27;1786.42;0;0
MOEXEU;60;24/03/20;150000;1787.04;1787.79;1780.63;1782.95;0;0
MOEXEU;60;24/03/20;160000;1780;1799.87;1780;1798.86;0;0
MOEXEU;60;24/03/20;170000;1797.77;1819.55;1794.92;1814.91;0;0
MOEXEU;60;24/03/20;180000;1815.27;1821.79;1810.8;1818.17;0;0
MOEXEU;60;25/03/20;000000;1818.17;1818.17;1818.17;1818.17;0;0
MOEXEU;60;25/03/20;100000;1849.13;1894.57;1849.13;1890.42;0;0
MOEXEU;60;25/03/20;110000;1888.93;1888.93;1859.45;1864.75;0;0
MOEXEU;60;25/03/20;120000;1864.49;1871.03;1815.93;1821.78;0;0
MOEXEU;60;25/03/20;130000;1823.26;1823.26;1750.25;1772.95;0;0
MOEXEU;60;25/03/20;140000;1774.14;1811.63;1773.22;1804.96;0;0
MOEXEU;60;25/03/20;150000;1805.5;1805.5;1779.85;1798.15;0;0
MOEXEU;60;25/03/20;160000;1796.87;1809.68;1779.21;1779.21;0;0
MOEXEU;60;25/03/20;170000;1779.95;1793.05;1754.83;1793.05;0;0
MOEXEU;60;25/03/20;180000;1792.76;1819.49;1790.18;1811.82;0;0
MOEXEU;60;26/03/20;000000;1811.82;1811.82;1811.82;1811.82;0;0
MOEXEU;60;26/03/20;100000;1799.26;1810.88;1764.53;1779.65;0;0
MOEXEU;60;26/03/20;110000;1779.75;1804.68;1778.15;1803.26;0;0
MOEXEU;60;26/03/20;120000;1803.57;1810.38;1787;1794.98;0;0
MOEXEU;60;26/03/20;130000;1795.45;1805.36;1790.24;1801.59;0;0
MOEXEU;60;26/03/20;140000;1800.45;1809.98;1798.15;1800.32;0;0
MOEXEU;60;26/03/20;150000;1800.2;1804.96;1789.72;1803.25;0;0
MOEXEU;60;26/03/20;160000;1802.57;1817.1;1800.56;1816.78;0;0
MOEXEU;60;26/03/20;170000;1815.67;1835.17;1812.88;1817.39;0;0
MOEXEU;60;26/03/20;180000;1818.77;1821.17;1807.48;1816.28;0;0
MOEXEU;60;27/03/20;000000;1816.28;1816.28;1816.28;1816.28;0;0
MOEXEU;60;27/03/20;100000;1820.62;1820.62;1793.41;1803.11;0;0
MOEXEU;60;27/03/20;110000;1802.97;1804.22;1783.08;1788.46;0;0
MOEXEU;60;27/03/20;120000;1789.01;1797.8;1775.34;1776;0;0
MOEXEU;60;27/03/20;130000;1775.4;1790.67;1773.97;1785.06;0;0
MOEXEU;60;27/03/20;140000;1785.02;1802.3;1780.66;1788.46;0;0
MOEXEU;60;27/03/20;150000;1788.34;1788.34;1773.35;1774.2;0;0
MOEXEU;60;27/03/20;160000;1773.44;1774.18;1745.95;1749.8;0;0
MOEXEU;60;27/03/20;170000;1749.91;1767.16;1747.38;1754.56;0;0
MOEXEU;60;27/03/20;180000;1754.33;1764.94;1754.33;1757.1;0;0
MOEXEU;60;30/03/20;000000;1757.1;1757.1;1757.1;1757.1;0;0
MOEXEU;60;30/03/20;100000;1737.74;1743.86;1705.8;1737.5;0;0
MOEXEU;60;30/03/20;110000;1736.77;1761.94;1736.77;1749.45;0;0
MOEXEU;60;30/03/20;120000;1747.73;1763.04;1743.52;1756.88;0;0
MOEXEU;60;30/03/20;130000;1756.63;1767.28;1756.47;1763.11;0;0
MOEXEU;60;30/03/20;140000;1762.23;1762.23;1755.43;1759.45;0;0
MOEXEU;60;30/03/20;150000;1759.32;1769.74;1757.76;1769.2;0;0
MOEXEU;60;30/03/20;160000;1769.11;1776.05;1766.23;1769.45;0;0
MOEXEU;60;30/03/20;170000;1769.64;1773.73;1766.56;1769.05;0;0
MOEXEU;60;30/03/20;180000;1768.84;1772.43;1763.55;1770.53;0;0
MOEXEU;60;31/03/20;000000;1770.53;1770.53;1770.53;1770.53;0;0
MOEXEU;60;31/03/20;100000;1797.79;1829.68;1797.79;1824.51;0;0
MOEXEU;60;31/03/20;110000;1824.65;1827;1813.93;1820.86;0;0
MOEXEU;60;31/03/20;120000;1820.88;1829.4;1820.2;1820.2;0;0
MOEXEU;60;31/03/20;130000;1820.24;1820.78;1802.9;1810.94;0;0
MOEXEU;60;31/03/20;140000;1809.93;1812.25;1792.83;1797.51;0;0
MOEXEU;60;31/03/20;150000;1796.79;1797.33;1787.13;1797.29;0;0
MOEXEU;60;31/03/20;160000;1797.31;1801.3;1790.71;1793.93;0;0
MOEXEU;60;31/03/20;170000;1794.57;1810.17;1793.73;1807.66;0;0
MOEXEU;60;31/03/20;180000;1807.6;1822.15;1799.72;1822.15;0;0
MOEXEU;60;01/04/20;000000;1822.15;1822.15;1822.15;1822.15;0;0
MOEXEU;60;01/04/20;100000;1781.26;1805.42;1776.27;1805.05;0;0
MOEXEU;60;01/04/20;110000;1804.62;1811.34;1796.44;1804.42;0;0
MOEXEU;60;01/04/20;120000;1803.97;1809.29;1801.86;1804.68;0;0
MOEXEU;60;01/04/20;130000;1805.61;1809.97;1800.55;1809.61;0;0
MOEXEU;60;01/04/20;140000;1809.5;1816.47;1807.31;1815.64;0;0
MOEXEU;60;01/04/20;150000;1815.82;1816.66;1808.91;1810.78;0;0
MOEXEU;60;01/04/20;160000;1811;1819.71;1808.09;1810.93;0;0
MOEXEU;60;01/04/20;170000;1811.05;1814.96;1807.25;1811.61;0;0
MOEXEU;60;01/04/20;180000;1812.45;1820.77;1812.45;1818.19;0;0
MOEXEU;60;02/04/20;000000;1818.19;1818.19;1818.19;1818.19;0;0
MOEXEU;60;02/04/20;100000;1842.74;1855.33;1823.81;1830.83;0;0
MOEXEU;60;02/04/20;110000;1831.86;1838.5;1829.35;1836.67;0;0
MOEXEU;60;02/04/20;120000;1836.35;1842.08;1831.33;1836.89;0;0
MOEXEU;60;02/04/20;130000;1836.92;1839.27;1830.11;1833.05;0;0
MOEXEU;60;02/04/20;140000;1833.38;1833.72;1820.65;1830.37;0;0
MOEXEU;60;02/04/20;150000;1830.62;1833.41;1822.31;1822.93;0;0
MOEXEU;60;02/04/20;160000;1822.65;1822.65;1807.91;1808.67;0;0
MOEXEU;60;02/04/20;170000;1807.96;1845.96;1803.83;1835.74;0;0
MOEXEU;60;02/04/20;180000;1835.78;1847.09;1830.04;1843.29;0;0
MOEXEU;60;03/04/20;000000;1843.29;1843.29;1843.29;1843.29;0;0
MOEXEU;60;03/04/20;100000;1851.83;1869.28;1837.58;1859.35;0;0
MOEXEU;60;03/04/20;110000;1859.2;1863.61;1854.93;1857.61;0;0
MOEXEU;60;03/04/20;120000;1861.69;1863.04;1859.22;1860.3;0;0
MOEXEU;60;03/04/20;130000;1860.5;1860.85;1849.32;1849.67;0;0
MOEXEU;60;03/04/20;140000;1849.64;1860.28;1845.85;1859.88;0;0
MOEXEU;60;03/04/20;150000;1858.7;1873.47;1856.78;1871.81;0;0
MOEXEU;60;03/04/20;160000;1871.92;1877.12;1866.05;1866.54;0;0
MOEXEU;60;03/04/20;170000;1866.73;1869.46;1858.91;1863.75;0;0
MOEXEU;60;03/04/20;180000;1864.1;1871.89;1863.08;1870.79;0;0
MOEXEU;60;06/04/20;000000;1870.79;1870.79;1870.79;1870.79;0;0
MOEXEU;60;06/04/20;100000;1891.75;1904.45;1889.46;1902.08;0;0
MOEXEU;60;06/04/20;110000;1902.66;1906.71;1890.78;1906.46;0;0
MOEXEU;60;06/04/20;120000;1906.3;1924.02;1903.76;1915.95;0;0
MOEXEU;60;06/04/20;130000;1915.43;1932.53;1913.3;1926.06;0;0
MOEXEU;60;06/04/20;140000;1925.51;1940.14;1920.07;1937.47;0;0
MOEXEU;60;06/04/20;150000;1937.26;1954.32;1934.55;1950.05;0;0
MOEXEU;60;06/04/20;160000;1949.76;1955.06;1941.16;1952.86;0;0
MOEXEU;60;06/04/20;170000;1952.29;1960.35;1948.26;1948.87;0;0
MOEXEU;60;06/04/20;180000;1950.25;1956.3;1944.24;1954;0;0
MOEXEU;60;07/04/20;000000;1954;1954;1954;1954;0;0
MOEXEU;60;07/04/20;100000;1982.13;2014.34;1980.22;2011.68;0;0
MOEXEU;60;07/04/20;110000;2011.74;2012.1;1988.69;1991.93;0;0
MOEXEU;60;07/04/20;120000;1991.93;1997.72;1989.79;1993.13;0;0
MOEXEU;60;07/04/20;130000;1993.04;2005.59;1990.66;1997.66;0;0
MOEXEU;60;07/04/20;140000;1997.62;1999.03;1954.05;1954.05;0;0
MOEXEU;60;07/04/20;150000;1951.78;1960.72;1919.14;1928.86;0;0
MOEXEU;60;07/04/20;160000;1930.74;1948.26;1919.37;1941.78;0;0
MOEXEU;60;07/04/20;170000;1943.23;1943.23;1921.5;1929.26;0;0
MOEXEU;60;07/04/20;180000;1928.53;1941.31;1926.57;1926.57;0;0
MOEXEU;60;08/04/20;000000;1926.57;1926.57;1926.57;1926.57;0;0
MOEXEU;60;08/04/20;100000;1922.77;1945.3;1906.83;1944.18;0;0
MOEXEU;60;08/04/20;110000;1945.01;1945.01;1920.29;1928.88;0;0
MOEXEU;60;08/04/20;120000;1927.95;1929.3;1916.03;1920.07;0;0
MOEXEU;60;08/04/20;130000;1919.97;1925.79;1917.43;1922.33;0;0
MOEXEU;60;08/04/20;140000;1922.1;1937.92;1920.83;1937;0;0
MOEXEU;60;08/04/20;150000;1936.61;1944.13;1931.2;1935.5;0;0
MOEXEU;60;08/04/20;160000;1935.08;1944.72;1935.08;1941.87;0;0
MOEXEU;60;08/04/20;170000;1942.07;1942.85;1932.57;1940.4;0;0
MOEXEU;60;08/04/20;180000;1940.82;1954.88;1937.16;1954.88;0;0
MOEXEU;60;09/04/20;000000;1954.88;1954.88;1954.88;1954.88;0;0
MOEXEU;60;09/04/20;100000;1970.32;1991.52;1970.32;1988.01;0;0
MOEXEU;60;09/04/20;110000;1987.88;1989.49;1962.65;1975.16;0;0
MOEXEU;60;09/04/20;120000;1974.07;1980.31;1969.36;1978.95;0;0
MOEXEU;60;09/04/20;130000;1978.29;1979.02;1969.81;1972.72;0;0
MOEXEU;60;09/04/20;140000;1975.08;1976.31;1948.13;1960.3;0;0
MOEXEU;60;09/04/20;150000;1960.22;1971.31;1955;1971.31;0;0
MOEXEU;60;09/04/20;160000;1970.64;1973.62;1964.04;1971.57;0;0
