<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
MOEXEU;60;03/01/20;120000;2029.41;2031.42;2028.17;2030.41;0;0
MOEXEU;60;03/01/20;130000;2030.66;2035.38;2030.53;2034.05;0;0
MOEXEU;60;03/01/20;140000;2033.45;2036.29;2033.24;2034.62;0;0
MOEXEU;60;03/01/20;150000;2034.33;2036.06;2031.16;2036.06;0;0
MOEXEU;60;03/01/20;160000;2035.93;2037.57;2034.21;2034.52;0;0
MOEXEU;60;03/01/20;170000;2034.56;2035.61;2030.11;2035.61;0;0
MOEXEU;60;03/01/20;180000;2035.5;2039.49;2034.05;2038.84;0;0
MOEXEU;60;06/01/20;000000;2038.84;2038.84;2038.84;2038.84;0;0
MOEXEU;60;06/01/20;100000;2038.33;2045.65;2033.56;2041.46;0;0
MOEXEU;60;06/01/20;110000;2041.24;2046.38;2040.57;2045.1;0;0
MOEXEU;60;06/01/20;120000;2044.83;2049.73;2042.97;2049.02;0;0
MOEXEU;60;06/01/20;130000;2049.06;2054.28;2049.03;2053.25;0;0
MOEXEU;60;06/01/20;140000;2053.29;2053.72;2050.12;2052.71;0;0
MOEXEU;60;06/01/20;150000;2052.87;2053.51;2049.26;2049.26;0;0
MOEXEU;60;06/01/20;160000;2049.59;2051.6;2048.03;2050.47;0;0
MOEXEU;60;06/01/20;170000;2050.58;2050.69;2048.06;2049.44;0;0
MOEXEU;60;06/01/20;180000;2049.6;2050.16;2046.24;2049.31;0;0
MOEXEU;60;08/01/20;000000;2049.31;2049.31;2049.31;2049.31;0;0
MOEXEU;60;08/01/20;100000;2046.01;2048.73;2034.46;2047.96;0;0
MOEXEU;60;08/01/20;110000;2048.35;2050.86;2045.68;2046.14;0;0
MOEXEU;60;08/01/20;120000;2045.79;2053.2;2045.79;2053.04;0;0
MOEXEU;60;08/01/20;130000;2053.04;2065.27;2051.59;2060.98;0;0
MOEXEU;60;08/01/20;140000;2060.66;2070.48;2060.51;2066.58;0;0
MOEXEU;60;08/01/20;150000;2066.82;2067.71;2065.63;2066.48;0;0
MOEXEU;60;08/01/20;160000;2066.69;2071.81;2066.05;2070.7;0;0
MOEXEU;60;08/01/20;170000;2070.3;2078.26;2069.98;2077.55;0;0
MOEXEU;60;08/01/20;180000;2077.47;2083.84;2075.4;2083.84;0;0
MOEXEU;60;09/01/20;000000;2083.84;2083.84;2083.84;2083.84;0;0
MOEXEU;60;09/01/20;100000;2086.86;2106.63;2081.99;2102.29;0;0
MOEXEU;60;09/01/20;110000;2102.28;2103.48;2097.63;2100.02;0;0
MOEXEU;60;09/01/20;120000;2100.19;2107.77;2099.34;2105.98;0;0
MOEXEU;60;09/01/20;130000;2106.54;2111.38;2104.52;2107.76;0;0
MOEXEU;60;09/01/20;140000;2107.5;2116.66;2107;2116.55;0;0
MOEXEU;60;09/01/20;150000;2117.05;2128.45;2115.06;2123.21;0;0
MOEXEU;60;09/01/20;160000;2123.32;2127.27;2117.76;2119.52;0;0
MOEXEU;60;09/01/20;170000;2119.74;2119.74;2109.6;2117.41;0;0
MOEXEU;60;09/01/20;180000;2117.39;2119.3;2113.29;2118.96;0;0
MOEXEU;60;10/01/20;000000;2118.96;2118.96;2118.96;2118.96;0;0
MOEXEU;60;10/01/20;100000;2107.1;2128.86;2107.1;2116.14;0;0
MOEXEU;60;10/01/20;110000;2116.06;2122.7;2113.85;2119.43;0;0
MOEXEU;60;10/01/20;120000;2119.21;2124;2118.32;2122.68;0;0
MOEXEU;60;10/01/20;130000;2122.93;2128.94;2122.83;2123.62;0;0
MOEXEU;60;10/01/20;140000;2124.02;2127.02;2122.49;2123.6;0;0
MOEXEU;60;10/01/20;150000;2123.28;2138.39;2122.37;2130.02;0;0
MOEXEU;60;10/01/20;160000;2130.1;2131.14;2125.11;2129.74;0;0
MOEXEU;60;10/01/20;170000;2129.73;2131.26;2125.84;2126.25;0;0
MOEXEU;60;10/01/20;180000;2126.61;2130.19;2125.63;2126.6;0;0
MOEXEU;60;13/01/20;000000;2126.6;2126.6;2126.6;2126.6;0;0
MOEXEU;60;13/01/20;100000;2129.83;2142.9;2127.86;2137.97;0;0
MOEXEU;60;13/01/20;110000;2137.76;2142.35;2133.8;2140.67;0;0
MOEXEU;60;13/01/20;120000;2140.87;2149.45;2140.52;2146.1;0;0
MOEXEU;60;13/01/20;130000;2145.93;2146.68;2142.1;2143.56;0;0
MOEXEU;60;13/01/20;140000;2143.24;2144.61;2139.71;2142.4;0;0
MOEXEU;60;13/01/20;150000;2142.91;2148.61;2142.72;2148.53;0;0
MOEXEU;60;13/01/20;160000;2148.74;2157.43;2147.51;2154.83;0;0
MOEXEU;60;13/01/20;170000;2155.04;2157.78;2150.32;2157.26;0;0
MOEXEU;60;13/01/20;180000;2158.01;2165.15;2155.78;2165.09;0;0
MOEXEU;60;14/01/20;000000;2165.09;2165.09;2165.09;2165.09;0;0
MOEXEU;60;14/01/20;100000;2176.63;2198.49;2176.63;2193.89;0;0
MOEXEU;60;14/01/20;110000;2193.01;2203.78;2174.05;2178.47;0;0
MOEXEU;60;14/01/20;120000;2178.03;2187.16;2176.39;2187.13;0;0
MOEXEU;60;14/01/20;130000;2187.03;2201.42;2186.52;2195.31;0;0
MOEXEU;60;14/01/20;140000;2195.05;2216.97;2192.65;2202.85;0;0
MOEXEU;60;14/01/20;150000;2202.46;2204.61;2178.36;2189.38;0;0
MOEXEU;60;14/01/20;160000;2189.48;2203.84;2189.48;2201.95;0;0
MOEXEU;60;14/01/20;170000;2202.01;2212.19;2200.04;2206.62;0;0
MOEXEU;60;14/01/20;180000;2206.31;2209.54;2197.87;2197.87;0;0
MOEXEU;60;15/01/20;000000;2197.87;2197.87;2197.87;2197.87;0;0
MOEXEU;60;15/01/20;100000;2202.41;2208.61;2180.76;2188.99;0;0
MOEXEU;60;15/01/20;110000;2189.01;2192.19;2183.37;2190.35;0;0
MOEXEU;60;15/01/20;120000;2189.67;2191.27;2182.66;2183.44;0;0
MOEXEU;60;15/01/20;130000;2183.46;2183.46;2175.81;2178.04;0;0
MOEXEU;60;15/01/20;140000;2178.36;2181.42;2170.73;2171.87;0;0
MOEXEU;60;15/01/20;150000;2171.7;2181.76;2171.19;2180.89;0;0
MOEXEU;60;15/01/20;160000;2180.97;2183.78;2153.33;2161.68;0;0
MOEXEU;60;15/01/20;170000;2161.5;2186.49;2152.61;2182.56;0;0
MOEXEU;60;15/01/20;180000;2183.31;2183.31;2171.29;2171.29;0;0
MOEXEU;60;16/01/20;000000;2171.29;2171.29;2171.29;2171.29;0;0
MOEXEU;60;16/01/20;100000;2181.12;2203.12;2180.71;2202.85;0;0
MOEXEU;60;16/01/20;110000;2203.24;2206.87;2193.25;2196.48;0;0
MOEXEU;60;16/01/20;120000;2196.57;2200.59;2193.77;2197.07;0;0
MOEXEU;60;16/01/20;130000;2196.91;2200.28;2194.74;2197.3;0;0
MOEXEU;60;16/01/20;140000;2197.76;2203.31;2196.3;2201.16;0;0
MOEXEU;60;16/01/20;150000;2201.13;2202.57;2198.35;2201.23;0;0
MOEXEU;60;16/01/20;160000;2200.95;2202.6;2194.79;2194.79;0;0
MOEXEU;60;16/01/20;170000;2195.69;2200.05;2195.07;2198.87;0;0
MOEXEU;60;16/01/20;180000;2198.51;2199.13;2181.07;2192.46;0;0
MOEXEU;60;17/01/20;000000;2192.46;2192.46;2192.46;2192.46;0;0
MOEXEU;60;17/01/20;100000;2192.74;2216.64;2192.37;2216.64;0;0
MOEXEU;60;17/01/20;110000;2215.98;2221.28;2209.72;2212.67;0;0
MOEXEU;60;17/01/20;120000;2212.4;2220.58;2211.58;2219.01;0;0
MOEXEU;60;17/01/20;130000;2218.8;2228.24;2217.62;2222.57;0;0
MOEXEU;60;17/01/20;140000;2222.49;2224.08;2215.56;2222.79;0;0
MOEXEU;60;17/01/20;150000;2223.15;2224;2218.53;2220.1;0;0
MOEXEU;60;17/01/20;160000;2220.64;2227.38;2216.72;2224.67;0;0
MOEXEU;60;17/01/20;170000;2225.12;2233.19;2225.12;2231.7;0;0
MOEXEU;60;17/01/20;180000;2231.85;2234.47;2229.63;2233.91;0;0
MOEXEU;60;20/01/20;000000;2233.91;2233.91;2233.91;2233.91;0;0
MOEXEU;60;20/01/20;100000;2246.3;2261.07;2242.14;2250.92;0;0
MOEXEU;60;20/01/20;110000;2251.02;2255.52;2247.72;2248.51;0;0
MOEXEU;60;20/01/20;120000;2248.41;2257.57;2245.9;2257.57;0;0
MOEXEU;60;20/01/20;130000;2257.41;2262.9;2254.67;2261.08;0;0
MOEXEU;60;20/01/20;140000;2261.91;2267.41;2258.2;2261.24;0;0
MOEXEU;60;20/01/20;150000;2260.93;2260.93;2254.88;2258.21;0;0
MOEXEU;60;20/01/20;160000;2258.58;2259.92;2252.8;2255.13;0;0
MOEXEU;60;20/01/20;170000;2255.1;2259.25;2253.64;2258.05;0;0
MOEXEU;60;20/01/20;180000;2258.36;2258.43;2248.73;2251.87;0;0
MOEXEU;60;21/01/20;000000;2251.87;2251.87;2251.87;2251.87;0;0
MOEXEU;60;21/01/20;100000;2234.84;2242.75;2222;2237.74;0;0
MOEXEU;60;21/01/20;110000;2238.25;2240.15;2225.19;2231.87;0;0
MOEXEU;60;21/01/20;120000;2231.7;2235.78;2230.45;2235.27;0;0
MOEXEU;60;21/01/20;130000;2235.59;2237.79;2227.16;2228.13;0;0
MOEXEU;60;21/01/20;140000;2228.24;2229.92;2223.77;2229.77;0;0
MOEXEU;60;21/01/20;150000;2229.61;2232.64;2227.53;2227.74;0;0
MOEXEU;60;21/01/20;160000;2227.66;2228.19;2221.02;2221.02;0;0
MOEXEU;60;21/01/20;170000;2221.25;2228.87;2221.25;2228.23;0;0
MOEXEU;60;21/01/20;180000;2228.58;2229.15;2222.69;2225.01;0;0
MOEXEU;60;22/01/20;000000;2225.01;2225.01;2225.01;2225.01;0;0
MOEXEU;60;22/01/20;100000;2235.6;2241.53;2224.46;2225.75;0;0
MOEXEU;60;22/01/20;110000;2225.85;2236.99;2225.49;2235.98;0;0
MOEXEU;60;22/01/20;120000;2235.82;2248.49;2235.82;2242.55;0;0
MOEXEU;60;22/01/20;130000;2242.96;2247.64;2240.89;2245.03;0;0
MOEXEU;60;22/01/20;140000;2245.19;2248.07;2217.5;2219.78;0;0
MOEXEU;60;22/01/20;150000;2219.23;2221.73;2213.56;2219.06;0;0
MOEXEU;60;22/01/20;160000;2217.76;2219.33;2215.06;2216.05;0;0
MOEXEU;60;22/01/20;170000;2215.75;2219.61;2211.77;2217.72;0;0
MOEXEU;60;22/01/20;180000;2217.76;2220.4;2209.61;2209.61;0;0
MOEXEU;60;23/01/20;000000;2209.61;2209.61;2209.61;2209.61;0;0
MOEXEU;60;23/01/20;100000;2196.05;2196.45;2178.03;2186.84;0;0
MOEXEU;60;23/01/20;110000;2186.64;2196.6;2184.56;2194.09;0;0
MOEXEU;60;23/01/20;120000;2194.87;2215.34;2192.26;2210.93;0;0
MOEXEU;60;23/01/20;130000;2210.92;2213.98;2204.6;2213.04;0;0
MOEXEU;60;23/01/20;140000;2213.02;2218.2;2212.12;2217.48;0;0
MOEXEU;60;23/01/20;150000;2217.44;2218.11;2212.88;2215.23;0;0
MOEXEU;60;23/01/20;160000;2215.25;2217.76;2208.1;2208.1;0;0
MOEXEU;60;23/01/20;170000;2208.32;2216.73;2201.85;2204.85;0;0
MOEXEU;60;23/01/20;180000;2205.72;2209.96;2202.15;2206.85;0;0
MOEXEU;60;24/01/20;000000;2206.85;2206.85;2206.85;2206.85;0;0
MOEXEU;60;24/01/20;100000;2226.03;2236.28;2222.39;2232.89;0;0
MOEXEU;60;24/01/20;110000;2233.38;2238.85;2231.95;2237.54;0;0
MOEXEU;60;24/01/20;120000;2237.54;2237.91;2225.61;2226.76;0;0
MOEXEU;60;24/01/20;130000;2226.88;2240.67;2223.47;2240.46;0;0
MOEXEU;60;24/01/20;140000;2240.43;2247.44;2238.78;2246.96;0;0
MOEXEU;60;24/01/20;150000;2246.8;2252.57;2245.86;2250.37;0;0
MOEXEU;60;24/01/20;160000;2250.37;2254.32;2249.03;2249.86;0;0
MOEXEU;60;24/01/20;170000;2250.19;2250.98;2244.6;2248.27;0;0
MOEXEU;60;24/01/20;180000;2248.1;2253.21;2246.99;2253.21;0;0
MOEXEU;60;27/01/20;000000;2253.21;2253.21;2253.21;2253.21;0;0
MOEXEU;60;27/01/20;100000;2220.47;2230.89;2216.08;2218.41;0;0
MOEXEU;60;27/01/20;110000;2218.61;2224.35;2215.09;2217.3;0;0
MOEXEU;60;27/01/20;120000;2217.4;2218.12;2193.53;2193.53;0;0
MOEXEU;60;27/01/20;130000;2193.84;2194.34;2174.16;2181.01;0;0
MOEXEU;60;27/01/20;140000;2180.66;2193.47;2177.07;2190.22;0;0
MOEXEU;60;27/01/20;150000;2190.98;2194.44;2186.41;2188.36;0;0
MOEXEU;60;27/01/20;160000;2187.83;2188.64;2180.38;2184.63;0;0
MOEXEU;60;27/01/20;170000;2184.58;2201.1;2182.6;2198.26;0;0
MOEXEU;60;27/01/20;180000;2198.05;2199.69;2190.82;2196.35;0;0
MOEXEU;60;28/01/20;000000;2196.35;2196.35;2196.35;2196.35;0;0
MOEXEU;60;28/01/20;100000;2204.43;2221.08;2204.43;2212.06;0;0
MOEXEU;60;28/01/20;110000;2212.27;2213.81;2195.78;2197.56;0;0
MOEXEU;60;28/01/20;120000;2198.02;2198.02;2182.83;2196.46;0;0
MOEXEU;60;28/01/20;130000;2196.04;2208.62;2192.78;2205.03;0;0
MOEXEU;60;28/01/20;140000;2205.43;2218.52;2205.02;2218.52;0;0
MOEXEU;60;28/01/20;150000;2218.9;2220.65;2215.56;2219.15;0;0
MOEXEU;60;28/01/20;160000;2219.08;2227.47;2217.17;2226.29;0;0
MOEXEU;60;28/01/20;170000;2226.46;2228.24;2221.63;2225.68;0;0
MOEXEU;60;28/01/20;180000;2225.85;2235.05;2225.85;2232.88;0;0
MOEXEU;60;29/01/20;000000;2232.88;2232.88;2232.88;2232.88;0;0
MOEXEU;60;29/01/20;100000;2245.43;2251.65;2243.33;2246.93;0;0
MOEXEU;60;29/01/20;110000;2246.54;2252.33;2239.89;2251.43;0;0
MOEXEU;60;29/01/20;120000;2250.7;2273.48;2250.7;2268.21;0;0
MOEXEU;60;29/01/20;130000;2268.13;2276.29;2268.13;2273.09;0;0
MOEXEU;60;29/01/20;140000;2273.11;2277.28;2268.35;2271.22;0;0
MOEXEU;60;29/01/20;150000;2271.22;2274.39;2265.81;2266.38;0;0
MOEXEU;60;29/01/20;160000;2266.48;2272.74;2262.79;2271.01;0;0
MOEXEU;60;29/01/20;170000;2270.84;2277.53;2266.54;2266.79;0;0
MOEXEU;60;29/01/20;180000;2266.46;2272.89;2262.14;2272.89;0;0
MOEXEU;60;30/01/20;000000;2272.89;2272.89;2272.89;2272.89;0;0
MOEXEU;60;30/01/20;100000;2254.23;2261.32;2247.19;2258.97;0;0
MOEXEU;60;30/01/20;110000;2259.68;2283.12;2259.18;2282.05;0;0
MOEXEU;60;30/01/20;120000;2282.1;2292.45;2282.1;2286.44;0;0
MOEXEU;60;30/01/20;130000;2286.1;2303.08;2285.65;2301.15;0;0
MOEXEU;60;30/01/20;140000;2300.41;2301.11;2285.29;2289.23;0;0
MOEXEU;60;30/01/20;150000;2289.79;2292.98;2284.37;2284.37;0;0
MOEXEU;60;30/01/20;160000;2284.75;2289.92;2283.38;2284.54;0;0
MOEXEU;60;30/01/20;170000;2284.62;2290.62;2281.13;2284.86;0;0
MOEXEU;60;30/01/20;180000;2284.78;2285.79;2275.34;2276.35;0;0
MOEXEU;60;31/01/20;000000;2276.35;2276.35;2276.35;2276.35;0;0
MOEXEU;60;31/01/20;100000;2285.69;2301.77;2285.69;2296.78;0;0
MOEXEU;60;31/01/20;110000;2296.42;2305.4;2294.68;2300.22;0;0
MOEXEU;60;31/01/20;120000;2300.19;2300.85;2288.01;2289.68;0;0
MOEXEU;60;31/01/20;130000;2289.83;2290.26;2267.58;2276.84;0;0
MOEXEU;60;31/01/20;140000;2276.86;2280.44;2263.37;2268.29;0;0
MOEXEU;60;31/01/20;150000;2268.22;2272.62;2261.8;2263.55;0;0
MOEXEU;60;31/01/20;160000;2263.48;2266.95;2257.36;2266.75;0;0
MOEXEU;60;31/01/20;170000;2267.45;2271.27;2255.73;2257.27;0;0
MOEXEU;60;31/01/20;180000;2257.65;2257.79;2228.16;2229.91;0;0
MOEXEU;60;03/02/20;000000;2229.91;2229.91;2229.91;2229.91;0;0
MOEXEU;60;03/02/20;100000;2210.92;2234.41;2206.09;2230.68;0;0
MOEXEU;60;03/02/20;110000;2229.32;2233.11;2219.46;2232.37;0;0
MOEXEU;60;03/02/20;120000;2232.54;2243.12;2227.1;2235.08;0;0
MOEXEU;60;03/02/20;130000;2235.02;2238.67;2232.52;2237.61;0;0
MOEXEU;60;03/02/20;140000;2238.55;2242.11;2237.29;2240.05;0;0
MOEXEU;60;03/02/20;150000;2240.78;2240.79;2225.71;2231.84;0;0
MOEXEU;60;03/02/20;160000;2232.29;2238.07;2226.8;2233.78;0;0
MOEXEU;60;03/02/20;170000;2233.59;2241.43;2230.78;2240.7;0;0
MOEXEU;60;03/02/20;180000;2240.31;2245.34;2238.7;2241.5;0;0
MOEXEU;60;04/02/20;000000;2241.5;2241.5;2241.5;2241.5;0;0
MOEXEU;60;04/02/20;100000;2255.85;2272.15;2255.85;2260.71;0;0
MOEXEU;60;04/02/20;110000;2260.94;2264.93;2257.42;2264.69;0;0
MOEXEU;60;04/02/20;120000;2264.65;2266.85;2260.47;2263.91;0;0
MOEXEU;60;04/02/20;130000;2263.78;2269.56;2262.31;2269.51;0;0
MOEXEU;60;04/02/20;140000;2269.05;2272.63;2266.94;2270.67;0;0
MOEXEU;60;04/02/20;150000;2270.57;2271.19;2266.3;2269.12;0;0
MOEXEU;60;04/02/20;160000;2269.19;2269.57;2266.77;2268.5;0;0
MOEXEU;60;04/02/20;170000;2268.92;2268.92;2263.02;2267.37;0;0
MOEXEU;60;04/02/20;180000;2267.22;2267.22;2262.49;2267;0;0
MOEXEU;60;05/02/20;000000;2267;2267;2267;2267;0;0
MOEXEU;60;05/02/20;100000;2272.84;2276.62;2265.58;2276.62;0;0
MOEXEU;60;05/02/20;110000;2276.07;2282.2;2272.78;2281.73;0;0
MOEXEU;60;05/02/20;120000;2281.69;2294.19;2281.69;2292.57;0;0
MOEXEU;60;05/02/20;130000;2292.23;2297.55;2291.09;2297.55;0;0
MOEXEU;60;05/02/20;140000;2297.49;2301.1;2291.46;2292.72;0;0
MOEXEU;60;05/02/20;150000;2292.95;2294.18;2291.23;2292.96;0;0
MOEXEU;60;05/02/20;160000;2292.18;2298.83;2290.72;2298.33;0;0
MOEXEU;60;05/02/20;170000;2298.29;2298.29;2293.47;2295;0;0
MOEXEU;60;05/02/20;180000;2295.65;2296.99;2284.46;2289.35;0;0
MOEXEU;60;06/02/20;000000;2289.35;2289.35;2289.35;2289.35;0;0
MOEXEU;60;06/02/20;100000;2300.5;2307.4;2293.46;2293.46;0;0
MOEXEU;60;06/02/20;110000;2293.32;2298.22;2290.9;2294.07;0;0
MOEXEU;60;06/02/20;120000;2294.48;2296.48;2288.72;2289.65;0;0
MOEXEU;60;06/02/20;130000;2289.66;2295.64;2286.26;2286.44;0;0
MOEXEU;60;06/02/20;140000;2286.65;2287.11;2278.6;2279.92;0;0
MOEXEU;60;06/02/20;150000;2280.11;2281.3;2275.83;2277.63;0;0
MOEXEU;60;06/02/20;160000;2277.98;2277.98;2258.96;2261.55;0;0
MOEXEU;60;06/02/20;170000;2261.41;2267.57;2257.64;2261.15;0;0
MOEXEU;60;06/02/20;180000;2261.45;2270.42;2258.54;2270.42;0;0
MOEXEU;60;07/02/20;000000;2270.42;2270.42;2270.42;2270.42;0;0
MOEXEU;60;07/02/20;100000;2276.79;2294.61;2272.14;2281.11;0;0
MOEXEU;60;07/02/20;110000;2280.99;2284.3;2269.49;2269.76;0;0
MOEXEU;60;07/02/20;120000;2270.12;2271.79;2254.04;2255.85;0;0
MOEXEU;60;07/02/20;130000;2255.79;2260.69;2253.96;2254.86;0;0
MOEXEU;60;07/02/20;140000;2254.82;2266.25;2254.55;2266.24;0;0
MOEXEU;60;07/02/20;150000;2266.46;2273.76;2263.83;2270.79;0;0
MOEXEU;60;07/02/20;160000;2270.49;2276.31;2267.92;2273.63;0;0
MOEXEU;60;07/02/20;170000;2273.79;2277.7;2264.58;2267.11;0;0
MOEXEU;60;07/02/20;180000;2267.31;2274.08;2264.62;2274.08;0;0
MOEXEU;60;10/02/20;000000;2274.08;2274.08;2274.08;2274.08;0;0
MOEXEU;60;10/02/20;100000;2281.91;2285.49;2272.31;2282.6;0;0
MOEXEU;60;10/02/20;110000;2281.93;2286.94;2274.19;2277.88;0;0
MOEXEU;60;10/02/20;120000;2277.34;2278.45;2267.97;2273.83;0;0
MOEXEU;60;10/02/20;130000;2273.93;2280.3;2269.17;2278.48;0;0
MOEXEU;60;10/02/20;140000;2278.47;2281.49;2271.05;2273.63;0;0
MOEXEU;60;10/02/20;150000;2273.43;2277.32;2272.54;2272.54;0;0
MOEXEU;60;10/02/20;160000;2273.4;2273.54;2263.67;2264.54;0;0
MOEXEU;60;10/02/20;170000;2264.6;2267.5;2260.76;2267.5;0;0
MOEXEU;60;10/02/20;180000;2267.23;2268.89;2264.95;2268.25;0;0
MOEXEU;60;11/02/20;000000;2268.25;2268.25;2268.25;2268.25;0;0
MOEXEU;60;11/02/20;100000;2279.71;2281.43;2267.16;2271.13;0;0
MOEXEU;60;11/02/20;110000;2271.23;2272.34;2266.25;2269.25;0;0
MOEXEU;60;11/02/20;120000;2269.36;2274.16;2267.65;2273.91;0;0
MOEXEU;60;11/02/20;130000;2274.77;2277.47;2271.33;2277.47;0;0
MOEXEU;60;11/02/20;140000;2277.92;2281.89;2276.75;2277.45;0;0
MOEXEU;60;11/02/20;150000;2277.45;2278.35;2274.29;2277.37;0;0
MOEXEU;60;11/02/20;160000;2277.24;2279.81;2272.31;2279.25;0;0
MOEXEU;60;11/02/20;170000;2279.37;2294.59;2278.82;2291.88;0;0
MOEXEU;60;11/02/20;180000;2291.79;2294.54;2290.59;2290.59;0;0
MOEXEU;60;12/02/20;000000;2290.59;2290.59;2290.59;2290.59;0;0
MOEXEU;60;12/02/20;100000;2298.06;2319.42;2298.06;2312.75;0;0
MOEXEU;60;12/02/20;110000;2312.99;2315.34;2309.88;2311.76;0;0
MOEXEU;60;12/02/20;120000;2311.47;2321.39;2309.2;2320.17;0;0
MOEXEU;60;12/02/20;130000;2320.82;2332.8;2320.23;2324.07;0;0
MOEXEU;60;12/02/20;140000;2324.33;2326.57;2320.07;2322.2;0;0
MOEXEU;60;12/02/20;150000;2321.7;2333.65;2321.15;2332.87;0;0
MOEXEU;60;12/02/20;160000;2332.7;2333.4;2329.32;2329.96;0;0
MOEXEU;60;12/02/20;170000;2329.63;2340;2327.52;2339.72;0;0
MOEXEU;60;12/02/20;180000;2339.06;2347.42;2338.65;2344.33;0;0
MOEXEU;60;13/02/20;000000;2344.33;2344.33;2344.33;2344.33;0;0
MOEXEU;60;13/02/20;100000;2344.33;2357.61;2342.19;2355.91;0;0
MOEXEU;60;13/02/20;110000;2355.36;2371.62;2354.75;2371.62;0;0
MOEXEU;60;13/02/20;120000;2372.9;2382.22;2372.2;2379.51;0;0
MOEXEU;60;13/02/20;130000;2379.92;2390.35;2378.39;2387.93;0;0
MOEXEU;60;13/02/20;140000;2387.96;2391.23;2381.98;2386.02;0;0
MOEXEU;60;13/02/20;150000;2385.2;2399.89;2384.73;2398.13;0;0
MOEXEU;60;13/02/20;160000;2397.76;2398.56;2388.75;2391.93;0;0
MOEXEU;60;13/02/20;170000;2392.2;2397.62;2391.62;2391.62;0;0
MOEXEU;60;13/02/20;180000;2390.89;2395.25;2383.25;2395.25;0;0
MOEXEU;60;14/02/20;000000;2395.25;2395.25;2395.25;2395.25;0;0
MOEXEU;60;14/02/20;100000;2407.56;2419.92;2403.57;2403.57;0;0
MOEXEU;60;14/02/20;110000;2403.35;2407.66;2384.04;2388.14;0;0
MOEXEU;60;14/02/20;120000;2387.85;2390.72;2373.23;2390.06;0;0
MOEXEU;60;14/02/20;130000;2389.67;2402.58;2388.17;2400.51;0;0
MOEXEU;60;14/02/20;140000;2400.66;2405.03;2398.09;2402.52;0;0
MOEXEU;60;14/02/20;150000;2402.69;2410.13;2401.02;2407.57;0;0
MOEXEU;60;14/02/20;160000;2407.66;2408.43;2402.92;2405.59;0;0
MOEXEU;60;14/02/20;170000;2405.47;2408.82;2400.47;2400.47;0;0
MOEXEU;60;14/02/20;180000;2400.93;2408.61;2400.75;2403.92;0;0
MOEXEU;60;17/02/20;000000;2403.92;2403.92;2403.92;2403.92;0;0
MOEXEU;60;17/02/20;100000;2412.24;2426;2411.95;2420.34;0;0
MOEXEU;60;17/02/20;110000;2421.11;2430.48;2419.99;2420.83;0;0
MOEXEU;60;17/02/20;120000;2420.41;2431.72;2420.41;2430.71;0;0
MOEXEU;60;17/02/20;130000;2431.06;2432.34;2427.93;2431.44;0;0
MOEXEU;60;17/02/20;140000;2431.37;2439.04;2431.11;2437.17;0;0
MOEXEU;60;17/02/20;150000;2437.34;2440.63;2424.97;2424.97;0;0
MOEXEU;60;17/02/20;160000;2424.45;2428.38;2423.63;2426.02;0;0
MOEXEU;60;17/02/20;170000;2426.46;2429.01;2424.82;2429.01;0;0
MOEXEU;60;17/02/20;180000;2429.21;2432.84;2428.34;2430.4;0;0
MOEXEU;60;18/02/20;000000;2430.4;2430.4;2430.4;2430.4;0;0
MOEXEU;60;18/02/20;100000;2428.74;2428.74;2398.72;2399.02;0;0
MOEXEU;60;18/02/20;110000;2398.85;2411.32;2397.87;2408.97;0;0
MOEXEU;60;18/02/20;120000;2408.62;2408.62;2400.46;2400.69;0;0
MOEXEU;60;18/02/20;130000;2400.76;2403.97;2399.86;2401.24;0;0
MOEXEU;60;18/02/20;140000;2400.53;2401.17;2386.62;2386.62;0;0
MOEXEU;60;18/02/20;150000;2385.94;2390.67;2381.18;2382.28;0;0
MOEXEU;60;18/02/20;160000;2382.66;2385.39;2379.87;2381.11;0;0
MOEXEU;60;18/02/20;170000;2380.49;2386.47;2378.71;2385.12;0;0
MOEXEU;60;18/02/20;180000;2384.95;2385.83;2375.5;2376.98;0;0
MOEXEU;60;19/02/20;000000;2376.98;2376.98;2376.98;2376.98;0;0
MOEXEU;60;19/02/20;100000;2391.1;2395.07;2359.88;2362.63;0;0
MOEXEU;60;19/02/20;110000;2362.11;2375.93;2358.72;2375.02;0;0
MOEXEU;60;19/02/20;120000;2374.86;2377.79;2371.31;2376.67;0;0
MOEXEU;60;19/02/20;130000;2376.96;2378.37;2372.21;2376.88;0;0
MOEXEU;60;19/02/20;140000;2376.81;2392.91;2375.5;2384.01;0;0
MOEXEU;60;19/02/20;150000;2384.27;2393.28;2384.21;2389.4;0;0
MOEXEU;60;19/02/20;160000;2389.01;2393.84;2387.88;2393.84;0;0
MOEXEU;60;19/02/20;170000;2394.54;2403.17;2391.22;2402.86;0;0
MOEXEU;60;19/02/20;180000;2402.34;2407.23;2400.42;2406.59;0;0
MOEXEU;60;20/02/20;000000;2406.59;2406.59;2406.59;2406.59;0;0
MOEXEU;60;20/02/20;100000;2412.24;2415.58;2401.94;2415.58;0;0
MOEXEU;60;20/02/20;110000;2415.16;2415.72;2408.03;2408.64;0;0
MOEXEU;60;20/02/20;120000;2408.73;2416.09;2407.32;2415.6;0;0
MOEXEU;60;20/02/20;130000;2415.69;2421.83;2413.72;2421.61;0;0
